mergeid,sample,int_date,phase,fcall,attempts,refusal,stimes,ilang,p1version,cregion,state,density,usr,scregion,sstate,susr,igender,irace,llitext1,llitext2,qs1,cpitext1,cpitext2,qa1,qa1a,qb2,qb3,qb4,qa12,qa14a,qa14b,qa14c,qa14d,qa14e,qa15a,qa15b,qb18a,qb18b,q25a,q25b,q25c,q25d,q25f,q25g,q25i,q25k,q25n,q25p,qa26,qa27,qb27,qb28,qb29,qa30,qb30,qb31,oftvote,qb32,qb33,qb33a,cheat,qa36a,qa36b,qa36c,qa36d,qa37a,qa37b,qa37c,qa37d,q40,qb42a,qb42b,qb42c,qb42d,qb46,q50r,q50u,q50y,q50aa,q50cc,q50ee,q50hh,qbx,qe2,qe1,qe3,employ1,employ7,qe11,q51jj,q51ll,q51mm,q51nn,q51pp,q51qq,q51rr,qb52,qb52x,qb53a,qb53b,qb53c,qb54,qb54a,qb55a,qb55b,qa62,qa77,qa77a,qa77b,qa78,qb80,qa126,qa126a,qa126b,qa127,qa128,qa129,qa143,ideoconsist,typogroups,sex,age,educ2,hisp,racecmb,racethn,racethn2,birth_hisp,usborn,marital,citizen,relig,chr,born,attend,income,inchi,reg,party,partyln,partystr,partysum,qb166,qb167,qa168,qa169,ideo,partyideo,hh1,hh3,adults,child,ql1,ql1a,qc1,ll,cp,money2,ckinfo,iphoneuse,hphoneuse,weight
1218639,2,61517,1,170613,2,0,2,1,2,3,5,2,S,3,5,,1,3, , ,2,2,2,1,2, , , ,1,2,1,1,1,2,2,3, , ,2,2,1,1,2,1,2,1,2, ,2,3, , , ,1, , ,2, , , , ,2,1,1,1,1,2,2,1,1, , , , , ,2,1,1,1,1,2,1, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,2,2, ,1,1, ,2, ,2,2,1,3,2,-2,5,1,18,3,2,1,1,1, ,1,6, ,1, ,1,3,3, ,1,1, ,2,1, , ,1, ,2,1,5,3,3,2, , ,2,0,1,9, ,3,3,6.096774193548387
1218646,2,61317,1,170613,2,0,1,1,2,2,27,1,S,2,27,,2,2, , ,2,1,1,1,1, , , ,2,1,1,9,1,2,2,4, , ,2,1,1,2,2,2,1,1,2, ,1,1, , , ,1, , ,1, , , , ,1,1,2,1,1,2,1,2,1, , , , , ,1,9,1,2,2,1,1, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,2,1,2, ,1, ,2, ,2,1,2,3,1,5,8,2,68,6,2,1,1,1, ,1,1, ,1, ,2,3,6, ,1,1, ,1,1, , ,2, ,3,2,2,2,2,0, , ,1,1,1,9, ,2,2,1
1218658,2,61317,1,170613,1,0,1,1,2,4,35,1,R,4,35,,1,3, , ,2,1,1,2,1, , , ,1,1,2,1,2,1,3,2, , ,2,1,2,1,1,1,2,2,1, ,1,2, , , ,1, , ,2, , , , ,1,2,1,2,2,9,1,1,1, , , , , ,2,1,1,1,1,2,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,2,2,-10,1,2,57,8,1,1,3,3,1, ,1, ,10, , ,6,9,2,1,2, ,2,2, , , ,1,4,5,2,2,2,0, , ,2,0,1,9, ,3,3,1.774193548387097
1218662,2,61517,1,170613,3,0,3,1,2,4,16,1,R,4,16,,1,3, , ,2,2,2,1,1, , , ,1,1,1,1,1,2,2,2, , ,2,1,1,2,2,1,1,1,2, ,1,2, , , ,1, , ,1, , , , ,1,2,1,1,1,2,1,2,1, , , , , ,2,1,1,1,2,1,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,2,2, ,1,1, ,2, ,2,2,2,2,2,0,5,1,30,6,2,1,1,1, ,1,3, ,10, , ,6,6, ,1,3,1, ,1, , ,1, ,2,3,2,1,1,1, , ,2,0,1,9, ,3,3,1.3870967741935483
1218668,2,61317,1,170613,1,0,1,1,2,4,49,1,R,4,8,,2,2, , ,2,2,2,1,1, , , ,1,2,1,2,3,2,2,4, , ,1,2,1,2,2,5,1,1,2, ,2,1, , , ,1, , ,1, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,1,2,1,2,1,1, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,1,1,1, ,1, ,2, ,2,1,3,2,1,7,8,1,73,8,2,1,1,1, ,2,3,1,1, ,2,5,9,9,1,1, ,1,1, , ,1, ,2,1,1, ,1,0, , ,1,1,1,9, ,2,2,1
1218673,2,61417,1,170613,3,0,3,2,2,4,4,3,S,4,4,,2,3, , ,2,2,2,2,1, , , ,2,2,2,2,2,2,3,1, , ,2,2,2,1,1,1,2,1,1, ,1,2, , , ,2, , ,1, , , , ,1,1,2,2,2,1,2,1,1, , , , , ,1,1,1,1,1,2,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,2,1,1, ,2, ,1,2, ,1,2,3,1,-6,5,1,27,4,1,5,3,4,3, ,1,1,13, ,1,2,4, ,2,2, ,1,2, , , ,1,5,5,5,2,2,3, , ,2,0,1,9, ,3,3,5.032258064516129
1218690,2,61317,1,170613,1,0,1,1,2,4,8,1,R,4,8,,1,1, , ,2,2,2,9, , , , ,1,1,2,1,1,2,1,2, , ,1,2,1,1,2,1,2,1,1, ,1,2, , , ,2, , ,1, , , , ,1,2,1,2,1,2,1,2,4, , , , , ,2,2,1,1,2,2,1, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,1, ,1,2, ,1,3,9,1,0,6,1,62,3,2,1,1,1, ,1,1, ,2, ,2,5,6, ,1,3,2, ,2, , , ,2,5,3,2,2,2,0, , ,2,0,1,9, ,3,3,3.193548387096774
1218702,2,61317,1,170613,1,0,1,1,2,4,6,5,U,4,6,,2,4, , ,2,2,2,2,1, , , ,2,1,1,1,1,1,4,2, , ,1,5,2,5,5,1,2,1,1, ,1,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,2,1,1,5,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,9, , ,1,2,2,2,-5,3,2,78,8,2,1,1,1, ,1,5, ,1, ,2,4,6, ,3,2, ,1,2, , , ,1,3,4,1, ,1,0, , ,1,1,1,9, ,2,2,1
1218724,2,61517,1,170613,2,0,2,1,2,4,6,1,U,4,6,,2,2, , ,2,1,1,2,1, , , ,2,1,2,1,1,2,4,2, , ,2,1,2,1,1,1,2,2,1, ,1,1, , , ,2, , ,1, , , , ,1,2,1,2,2,2,1,1,2, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,3,1,1, ,2, ,1,1, ,1,1,3,2,-10,1,1,47,8,2,1,1,1, ,1,1, ,12, , ,5,7, ,1,2, ,1,2, , , ,1,4,5,4,2,2,2, , ,2,0,1,9, ,3,3,1.4193548387096775
1218733,2,61317,1,170613,1,0,1,1,2,4,6,2,S,4,6,,2,9, , ,2,2,2,2,1, , , ,1,2,2,2,2,2,2,1, , ,1,2,2,1,2,2,2,2,1, ,1,2, , , ,2, , ,4, , , , ,1,2,1,2,2,1,2,1,2, , , , , ,1,1,2,2,2,2,1, , , , , , , ,2,1, ,2, , , , , , , , , , , , ,1,1,2, ,1, ,1,2, ,2,1,3,2,0,0,2,46,3,2,1,1,1, ,1,3, ,2, ,1,2,1, ,3,3,2, ,2, , , ,2,4,3,3,3,3,0, , ,2,0,1,9, ,3,3,7.548387096774193
1218769,2,61317,1,170611,4,0,4,1,2,4,53,1,U,4,53,,1,1, , ,2,1,1,2,1, , , ,2,2,1,1,1,2,4,2, , ,1,1,2,2,1,1,1,1,1, ,1,3, , , ,1, , ,1, , , , ,1,2,1,2,2,1,2,1,2, , , , , ,1,1,1,2,1,2,1, , , , , , , ,1,2, ,2, , , , , , , , , , , , ,2,1,2, ,1, ,2, ,2,2,1,4,2,-2,2,2,65,5,2,3,4,5, ,1,5, ,1, ,1,5,5, ,1,2, ,1,2, , , ,1,3,4,2,2,2,0, , ,1,1,1,9, ,2,2,1.967741935483871
1218773,2,61317,1,170608,5,0,5,1,2,4,6,5,S,4,6,,2,2, , ,2,2,2,2,1, , , ,9,1,1,1,2,1,3,2, , ,2,1,2,1,1,1,2,1,1, ,1,1, , , ,2, , ,1, , , , ,1,2,1,1,2,1,2,1,1, , , , , ,2,1,2,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,2,1,2,2,-10,1,1,99,6,2,3,4,5, ,1,1, ,99,1,2,5,10, ,1,2, ,1,2, , , ,1,3,4,9,9,2,99, , ,1,1,1,9, ,2,2,1.8709677419354838
1218795,2,61417,1,170614,1,0,1,1,2,3,24,4,S,3,24,,2,2, , ,2,1,1,2,2, , , ,2,2,1,2,1,2,2,2, , ,1,2,1,1,2,2,2,1,1, ,1,1, , , ,2, , ,1, , , , ,2,2,2,1,2,1,1,2,1, , , , , ,2,2,1,1,1,1,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,2,2, ,1,1, ,2, ,2,1,3,1,1,2,5,1,63,8,2,1,1,1, ,1,5, ,5, , ,4,9,2,1,2, ,2,2, , , ,9,3,4,1, ,1,0, , ,1,1,1,9, ,2,2,1
1218796,2,61617,1,170614,3,0,3,1,2,1,23,2,S,2,39,,2,2, , ,2,1,1,2,1, , , ,2,2,1,2,2,2,2,3, , ,1,2,2,2,9,2,2,2,2, ,1,1, , , ,1, , ,4, , , , ,2,1,2,1,1,2,2,2,1, , , , , ,1,1,2,2,1,2,2, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,1,1,1, ,1, ,2, ,1,2,2,9,2,3,4,2,74,6,2,1,1,1, ,1,1, ,1, ,1,2,7, ,1,1, ,1,1, , ,1, ,2,1,2,2,2,0, , ,1,1,1,9, ,2,2,1.2258064516129032
1218816,2,61717,1,170614,2,1,2,1,2,3,12,3,U,3,24,,2,2, , ,2,2,2,2,1, , , ,2,1,2,1,2,1,4,2, , ,2,1,1,2,1,1,2,1,2, ,2,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,3,1,1, ,1, ,1,1, ,1,1,1,2,-4,2,1,73,6,2,1,1,1, ,1,1, ,1, ,2,5,7, ,3,2, ,1,2, , , ,1,4,5,1, ,1,0, , ,2,0,1,9, ,3,3,1.6129032258064517
1218830,2,61417,1,170614,1,0,1,1,2,1,34,5,S,1,34,,2,2, , ,2,1,1,2,1, , , ,1,1,1,1,2,1,4,1, , ,1,2,2,1,1,1,2,2,1, ,2,2, , , ,2, , ,2, , , , ,1,2,1,2,2,1,1,1,1, , , , , ,1,1,2,1,1,2,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,1,2,-4,3,1,63,6,2,2,2,2, ,1,4, ,2, ,2,3,5, ,1,2, ,2,2, , , ,1,3,4,1, ,1,0, , ,2,0,1,9, ,3,3,2.32258064516129
1218837,2,61517,1,170614,2,0,2,1,2,2,39,5,U,2,39,,2,2, , ,2,2,2,2,1, , , ,1,9,1,1,2,1,4,1, , ,2,1,2,1,1,1,2,2,1, ,2,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,2,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,2, ,1,2,4,2,-10,1,2,47,8,2,2,2,2, ,1,6, ,1,1,1,3,6, ,1,2, ,1,2, , , ,2,3,4,1, ,1,0, , ,2,0,1,9, ,3,3,2.903225806451613
1218873,2,61417,1,170614,1,0,1,1,2,2,26,5,S,2,26,,1,2, , ,2,1,1,1,1, , , ,2,2,3,2,2,2,2,4, , ,2,2,9,2,2,2,2,1,1, ,1,3, , , ,1, , ,1, , , , ,2,1,1,1,1,2,1,1,2, , , , , ,2,1,1,1,2,1,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,2,1,1, ,1, ,1,1, ,1,1,2,1,-1,5,1,19,4,2,1,1,1, ,1,6, ,9, , ,5,7, ,1,1, ,2,1, , ,1, ,2,1,4,3,3,1, , ,2,0,1,1,1,3,3,7.387096774193549
1218880,2,61417,1,170614,1,0,1,1,2,3,37,4,S,3,37,,2,2, , ,2,2,2,1,1, , , ,1,2,1,3,2,2,1,4, , ,1,1,2,2,2,2,1,1,1, ,2,2, , , ,2, , ,1, , , , ,2,2,2,1,1,2,1,2,1, , , , , ,2,2,1,2,2,2,1, , , , , , , ,2,2, ,2, , , , , , , , , , , , ,1,2, ,1,1, ,2, ,1,1,3,4,1,2,7,2,65,5,2,1,1,1, ,1,1, ,1, ,1,1,10, ,1,1, ,1,1, , ,2, ,2,1,2,2,2,0, , ,1,1,1,9, ,2,2,1.774193548387097
1218904,2,61417,1,170614,1,0,1,1,2,3,12,4,U,3,12,,2,2, , ,2,2,2,9, , , , ,2,9,2,2,2,2,1,4, , ,1,2,2,2,9,1,1,2,1, ,2,2, , , ,2, , ,3, , , , ,1,2,1,2,1,2,2,2,2, , , , , ,2,2,2,2,2,2,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,2, ,1,2, ,2, ,2,1,9,2,9,1,3,1,34,5,2,4,4,5, ,2,1,1,12, , ,6,3, ,1,4,9, ,9, , , , ,3,9,5,2,2,3, , ,2,0,1,9, ,3,3,5.32258064516129
1218957,2,61417,1,170614,2,0,2,1,2,3,12,5,U,3,12,,1,5, , ,2,2,2,2,1, , , ,1,2,2,2,2,2,4,2, , ,1,2,2,1,1,1,2,2,1, ,2,1, , , ,1, , ,1, , , , ,1,2,1,2,1,1,2,2,1, , , , , ,1,1,2,2,1,1,2, , , , , , , ,2,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,2,1,1,1,-4,3,2,31,8,2,2,2,2, ,1,4, ,13, ,2,5,2, ,1,2, ,1,2, , , ,1,5,5,1, ,1,0, , ,2,0,1,1,1,3,3,3.967741935483871
1218964,2,61617,1,170614,2,1,2,1,2,3,51,1,U,3,51,,2,1, , ,2,1,1,1,1, , , ,1,2,3,1,2,2,1,4, , ,1,2,1,2,2,2,1,1,2, ,2,2, , , ,2, , ,2, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,2,1,2,1,1,1, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,1,1,1, ,2, ,2, ,2,1,4,3,3,10,8,1,55,3,2,1,1,1, ,1,1, ,13, ,1,1,8, ,1,3,1, ,1, , ,2, ,2,3,4,3,3,1, , ,2,0,1,9, ,3,3,3.7741935483870965
1218976,2,61417,1,170614,1,0,1,1,2,3,51,1,S,3,51,,1,5, , ,2,1,1,2,1, , , ,1,3,3,1,3,3,4,3, , ,2,1,2,1,1,1,1,1,2, ,1,1, , , ,2, , ,1, , , , ,1,1,1,1,1,1,1,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,9,1,2,-6,2,1,69,6,2,1,1,1, ,1,1, ,4, ,2,4,9,2,1,1, ,2,1, , ,2, ,3,2,3,3,3,0, , ,1,1,1,9, ,2,2,1.2580645161290323
1218979,2,61417,1,170614,1,0,1,1,2,3,45,1,R,3,45,,2,9, , ,2,1,1,1,1, , , ,1,3,3,2,1,2,1,4, , ,2,2,1,2,2,2,5,2,1, ,2,2, , , ,9, , ,1, , , , ,2,1,1,1,1,2,1,2,1, , , , , ,2,1,1,1,2,2,1, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,2,1,2, ,1, ,2, ,2,2,1,2,1,1,6,1,99,5,2,5,4,5, ,2,1,1,1, ,2,1,6, ,1,3,1, ,1, , ,1, ,2,3,2,2,2,0, , ,1,1,1,9, ,2,2,3.6451612903225805
1219002,2,61517,1,170614,2,0,2,1,2,1,36,1,R,1,36,,1,2, , ,2,2,2,2,1, , , ,2,1,1,1,2,1,4,2, , ,2,1,2,1,1,1,2,1,1, ,1,2, , , ,2, , ,3, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,2,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,2,2,-10,1,1,37,3,2,1,1,1, ,1,6, ,10, , ,6,4, ,1,2, ,1,2, , , ,2,4,5,2,2,2,0, , ,1,1,1,9, ,2,2,5.419354838709677
1219043,2,61417,1,170614,1,0,1,1,2,3,51,1,R,3,51,,2,2, , ,2,1,1,1,1, , , ,1,3,1,2,3,2,4,4, , ,1,2,1,2,2,1,1,2,2, ,1,2, , , ,2, , ,1, , , , ,2,2,2,2,1,2,1,2,1, , , , , ,5,2,1,2,2,2,1, , , , , , , ,5,1, ,1, , , , , , , , , , , , ,2,1,2, ,1, ,2, ,1,3,3,4,1,7,8,1,74,4,2,1,1,1, ,1,1, ,2, ,2,1,6, ,1,1, ,2,1, , ,2, ,2,1,4,3,3,1, , ,1,1,1,1,1,2,2,1.806451612903226
1219059,2,61617,1,170614,3,0,3,1,2,1,42,4,S,1,42,,2,9, , ,2,2,2,1,1, , , ,1,2,2,2,2,2,2,4, , ,1,2,9,2,2,2,1,1,2, ,2,2, , , ,8, , ,1, , , , ,2,1,2,1,1,2,1,1,1, , , , , ,1,1,1,5,2,5,1, , , , , , , ,1,5, ,1, , , , , , , , , , , , ,1,2, ,9,1, ,2, ,2,1,2,3,9,7,8,1,65,6,2,1,1,1, ,1,1, ,2, ,2,3,8, ,1,3,1, ,1, , ,2, ,2,3,3,3,3,0, , ,1,1,1,9, ,2,2,1.4193548387096775
1219064,2,61817,1,170614,4,1,4,1,2,1,36,5,U,1,36,,2,2, , ,2,2,2,1,2, , , ,2,1,1,1,1,2,3,3, , ,2,2,1,1,2,2,2,1,2, ,1,3, , , ,1, , ,3, , , , ,2,1,1,1,1,2,1,2,2, , , , , ,2,2,1,2,1,1,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,1,1,1, ,2, ,1,2, ,1,4,2,2,2,5,1,55,4,2,1,1,1, ,2,5,1,5, , ,2,6, ,1,2, ,2,2, , , ,2,2,4,1, ,1,0, , ,1,1,1,9, ,2,2,1.5806451612903225
1219076,2,61417,1,170614,1,0,1,1,2,3,24,2,S,3,13,,1,1, , ,2,2,2,1,1, , , ,1,2,1,2,2,2,2,4, , ,1,2,1,2,2,2,5,2,2, ,2,2, , , ,2, , ,1, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,1,1,1,2,2,1, , , , , , , ,2,1, ,2, , , , , , , , , , , , ,1,2, ,2,1, ,2, ,2,3,2,3,1,7,7,2,53,3,2,1,1,1, ,1,1, ,2, ,2,4,7, ,1,1, ,1,1, , ,2, ,2,1,3,1,1,2, , ,2,0,1,9, ,3,3,8.161290322580644
1219114,2,61717,1,170614,3,1,3,1,2,3,12,2,S,3,12,,2,2, , ,2,1,1,1,1, , , ,9,1,1,2,1,9,2,8, , ,1,2,5,1,5,2,5,1,9, ,2,3, , , ,9, , ,1, , , , ,2,9,1,1,2,2,2,2,4, , , , , ,1,2,1,1,2,1,2, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,1,2, ,2,2, ,2, ,2,1,3,4,1,4,8,1,31,3,2,1,1,1, ,1,1, ,1, ,1,2,9,1,1,1, ,1,1, , ,1, ,2,1,9,9,2,99, , ,1,1,1,9, ,2,2,3.6451612903225805
1219128,2,61517,1,170614,2,0,2,1,2,3,54,1,R,3,13,,1,3, , ,2,2,2,1,1, , , ,1,1,1,2,1,2,2,4, , ,1,1,2,1,5,2,1,1,2, ,2,3, , , ,2, , ,2, , , , ,2,1,1,2,1,2,1,2,1, , , , , ,1,2,1,2,2,2,2, , , , , , , ,2,2, ,2, , , , , , , , , , , , ,1,1,2, ,1, ,1,1, ,2,4,3,2,3,4,2,70,3,2,1,1,1, ,1,5, ,1, ,1,2,4, ,3,1, ,1,1, , ,2, ,3,2,8,4,3,4, , ,1,1,1,9, ,2,2,4.096774193548387
1219132,2,61717,1,170614,4,1,4,1,2,3,21,2,S,3,21,,1,1, , ,2,2,2,1,1, , , ,2,1,1,1,1,2,1,3, , ,2,1,1,1,1,2,1,1,2, ,2,1, , , ,1, , ,1, , , , ,2,1,2,1,1,2,1,1,1, , , , , ,1,2,1,2,2,1,1, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,2,1,2, ,2, ,2, ,2,2,3,4,1,2,8,1,82,6,2,1,1,1, ,1,1, ,1, ,1,1,6, ,1,1, ,1,1, , ,1, ,1,1,2,2,2,0, , ,2,0,1,9, ,3,3,1.6129032258064517
1219168,2,61417,1,170614,1,0,1,1,2,1,34,5,S,1,34,,2,1, , ,2,1,1,2,2, , , ,2,1,1,1,1,2,3,2, , ,2,2,2,1,1,1,2,1,2, ,1,3, , , ,2, , ,4, , , , ,1,2,1,1,2,2,2,1,3, , , , , ,2,1,1,1,2,1,1, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,1, ,1,1, ,1,1,1,2,-6,2,1,19,3,2,1,1,1, ,1,6, ,12, , ,6,6, ,1,2, ,2,2, , , ,1,4,5,5,3,3,2, , ,1,1,1,9, ,2,2,6.225806451612903
1219188,2,61817,1,170614,4,1,4,1,2,1,36,5,S,1,36,,1,5, , ,2,2,2,1,1, , , ,1,2,2,1,2,2,1,1, , ,2,1,1,2,2,2,2,1,1, ,1,1, , , ,2, , ,1, , , , ,1,2,2,2,2,2,2,1,2, , , , , ,1,1,1,2,2,2,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,1,2, ,1,1, ,1,1, ,2,2,1,2,0,6,1,62,8,2,1,1,1, ,1,1, ,2, ,2,2,8, ,1,2, ,2,2, , , ,1,2,4,3,3,3,0, , ,1,1,1,9, ,2,2,1.806451612903226
1219203,2,61717,1,170614,4,1,4,1,2,1,36,5,S,1,36,,1,4, , ,2,1,1,2,1, , , ,2,1,2,1,2,2,4,1, , ,1,1,2,1,1,1,2,1,1, ,1,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,1,1,1, , , , , ,2,1,1,2,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,2, ,1,1,1,2,-8,1,2,24,6,2,1,1,1, ,1,6, ,1, ,2,6,4, ,1,2, ,1,2, , , ,1,4,5,4,4,3,0, , ,1,1,1,9, ,2,2,2.903225806451613
1219204,2,61417,1,170614,1,0,1,1,2,3,12,4,U,3,12,,2,2, , ,2,1,1,2,1, , , ,1,1,1,1,1,1,3,1, , ,2,1,2,1,1,1,1,1,1, ,2,1, , , ,1, , ,1, , , , ,1,2,1,2,2,2,2,2,1, , , , , ,2,2,1,1,2,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,1,1,1, ,2, ,1,1, ,2,4,2,2,-6,3,2,62,8,2,2,2,2, ,1,1, ,1, ,1,1,8, ,1,2, ,2,2, , , ,2,2,4,3,2,2,1, , ,1,1,1,1,1,2,2,1.5483870967741935
1219208,2,61517,1,170614,2,0,2,1,2,3,47,2,S,3,47,,1,3, , ,2,1,1,2,2, , , ,2,1,3,2,2,2,3,2, , ,2,1,2,1,2,1,2,1,1, ,1,1, , , ,1, , ,4, , , , ,1,1,1,1,1,1,2,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,2,2,-8,2,1,24,6,2,1,1,1, ,1,6, ,10, , ,6,9,2,1,3,2, ,2, , , ,1,3,3,3,2,2,1, , ,2,0,1,9, ,3,3,2.4193548387096775
1219210,2,61717,1,170614,3,0,3,1,2,1,34,4,S,1,34,,2,2, , ,2,1,1,2,1, , , ,1,1,2,1,1,1,4,1, , ,2,1,2,2,1,1,2,1,1, ,1,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,1,2,-8,2,1,59,8,2,1,1,1, ,1,1, ,2, ,2,3,9,1,1,2, ,1,2, , , ,1,3,4,2,2,2,0, , ,1,1,1,9, ,2,2,1.3548387096774193
1219220,2,61717,1,170614,3,1,3,1,2,1,34,4,S,1,34,,1,4, , ,2,1,1,2,1, , , ,2,1,3,1,2,3,2,2, , ,2,1,2,1,1,1,2,1,1, ,1,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,1,2,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,1, ,1,1, ,2,1,2,2,-10,1,1,99,8,2,3,4,5, ,2,1,2,8, , ,4,8, ,3,3,2, ,2, , , ,1,4,3,2,2,2,0, , ,2,0,1,9, ,3,3,2.1290322580645165
1219247,2,61717,1,170614,3,0,3,1,2,3,24,4,S,3,24,,1,1, , ,2,1,1,2,2, , , ,1,3,1,3,2,2,2,4, , ,1,1,2,2,2,1,9,1,2, ,1,2, , , ,3, , ,1, , , , ,1,2,1,1,2,2,1,2,1, , , , , ,2,5,1,1,9,9,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,2,1,1, ,1, ,1,1, ,9,2,2,1,0,5,1,20,4,2,3,4,5, ,1,6, ,10, , ,4,9,1,1,3,1, ,1, , ,9, ,3,3,4,4,3,0, , ,1,1,1,9, ,2,2,4.967741935483871
1219263,2,61617,1,170614,3,0,3,1,2,3,13,1,R,3,13,,2,2, , ,2,1,1,2,1, , , ,2,2,2,2,2,2,4,2, , ,2,1,1,2,1,2,2,2,1, ,2,1, , , ,2, , ,2, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,2,1,1,2,1, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,3,1,1, ,2, ,1,1, ,1,3,3,1,-4,6,2,71,6,2,1,1,1, ,1,5, ,1, ,2,5,4, ,1,3,2, ,2, , , ,2,4,3,1, ,1,0, , ,1,1,1,1,1,2,2,1
1219266,2,61517,1,170614,2,0,2,1,2,1,36,5,U,1,36,,1,3, , ,2,1,1,1,2, , , ,2,2,1,2,2,2,2,3, , ,2,2,2,1,2,1,1,1,2, ,2,1, , , ,2, , ,2, , , , ,2,1,1,9,1,2,1,1,1, , , , , ,1,1,1,2,1,2,2, , , , , , , ,2,1, ,2, , , , , , , , , , , , ,2,1,2, ,2, ,1,2, ,1,2,3,1,0,4,2,49,5,1,1,3,4,3, ,1,1,2, ,2,4,8, ,1,1, ,2,1, , ,2, ,1,1,4,3,3,1, , ,1,1,1,9, ,2,2,5.193548387096775
1219273,2,61417,1,170614,1,0,1,1,2,3,13,4,S,3,47,,1,3, , ,2,1,1,2,1, , , ,1,1,2,1,2,1,3,2, , ,2,1,2,1,1,1,2,2,2, ,1,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,2, ,1,1,1,2,-8,1,1,42,8,2,1,1,1, ,1,1, ,9, , ,4,8, ,1,2, ,2,2, , , ,1,4,5,4,2,2,2, , ,2,0,1,9, ,3,3,2.7096774193548385
1219284,2,61717,1,170614,3,0,3,1,2,2,26,5,U,2,26,,2,2, , ,2,2,2,2,9, , , ,1,1,2,2,1,1,4,1, , ,1,1,1,2,1,1,2,2,1, ,1,1, , , ,1, , ,1, , , , ,1,2,2,2,1,1,1,1,4, , , , , ,2,2,1,2,1,2,2, , , , , , , ,2,1, ,2, , , , , , , , , , , , ,1,1,2, ,2, ,1,2, ,1,2,4,1,-2,3,2,80,8,2,3,4,5, ,2,5,1,2, ,1,2,6, ,1,2, ,1,2, , , ,1,2,4,1, ,1,0, , ,1,1,1,1,1,2,2,1.0645161290322582
